row_index,y_true,domain_lgbm_probability,base_positive_rate,Company,Plant,Plant Location - State,U.S. Region of Plant,application_family,strength_psi,strength_bin_500,curing_days,curing_family,gwp_per_ksi,reference_group_type,reference_group_n,reference_p25_gwp_per_ksi,reference_p10_gwp_per_ksi,absolute_reduction_to_p25,relative_reduction_to_p25,absolute_reduction_to_p10,relative_reduction_to_p10,has_comparable_alternative_group,has_10pct_reduction_opportunity,has_20pct_reduction_opportunity
34263,1,0.9994596257450992,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Chambers Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,365.0,strict_group,15.0,364.9,351.2,0.10000000000002274,0.0002739726027397883,13.800000000000011,0.03780821917808222,True,False,False
34568,1,0.9994524008654786,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Valmont Plant,CO,Rocky Mountains Region,filler,250.0,0,28.0,standard_28,378.0,strict_group,15.0,364.9,351.2,13.100000000000023,0.03465608465608472,26.80000000000001,0.07089947089947093,True,False,False
34402,1,0.9994445548530948,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Quivas Plant,CO,Rocky Mountains Region,filler,250.0,0,28.0,standard_28,342.4,strict_group,15.0,364.9,351.2,0.0,0.0,0.0,0.0,True,False,False
34207,1,0.9994222068638372,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Arvada Plant,CO,Rocky Mountains Region,filler,250.0,0,28.0,standard_28,364.8,strict_group,15.0,364.9,351.2,0.0,0.0,13.600000000000023,0.037280701754386025,True,False,False
34401,1,0.9993971808733072,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Quivas Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,395.0,strict_group,15.0,364.9,351.2,30.100000000000023,0.07620253164556967,43.80000000000001,0.11088607594936711,True,False,False
25024,1,0.9993861954087369,0.11501272264631043,Eastern Concrete,Howell Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,271.0,strict_group,32.0,199.75,89.95,71.25,0.2629151291512915,181.05,0.6680811808118081,True,True,True
34264,1,0.9993165066813804,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Chambers Plant,CO,Rocky Mountains Region,filler,250.0,0,28.0,standard_28,336.0,strict_group,15.0,364.9,351.2,0.0,0.0,0.0,0.0,True,False,False
27135,1,0.9992921913696372,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,filler,300.0,500,28.0,standard_28,350.0,regional_strength_group,10.0,209.5,183.20666666666665,140.5,0.4014285714285714,166.79333333333335,0.476552380952381,True,True,True
25025,1,0.99927905377584,0.11501272264631043,Eastern Concrete,Howell Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,272.0,strict_group,32.0,199.75,89.95,72.25,0.265625,182.05,0.6693014705882353,True,True,True
27269,1,0.9992502987841768,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,750.0,1000,28.0,standard_28,334.6666666666667,strict_group,32.0,199.75,89.95,134.91666666666669,0.4031374501992032,244.7166666666667,0.7312250996015937,True,True,True
24865,1,0.9992087426040056,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,filler,1000.0,1000,28.0,standard_28,213.0,regional_strength_group,36.0,199.75,90.55,13.25,0.062206572769953054,122.45,0.5748826291079813,True,False,False
42855,1,0.9991567121589916,0.11501272264631043,Scioto Ready Mix,Obetz Plant,OH,Great Lakes Region,filler,50.0,0,28.0,standard_28,1098.0,strict_group,8.0,853.4999999999999,792.5999999999999,244.5000000000001,0.2226775956284154,305.4000000000001,0.2781420765027323,True,True,True
34487,1,0.9991241580611816,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Rock Creek Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,472.99999999999994,strict_group,15.0,364.9,351.2,108.09999999999997,0.22854122621564477,121.79999999999995,0.2575052854122621,True,True,True
22687,1,0.99906066270119,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,205.0,strict_group,32.0,199.75,89.95,5.25,0.025609756097560974,115.05,0.5612195121951219,True,False,False
23837,1,0.99906066270119,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,196.0,strict_group,32.0,199.75,89.95,0.0,0.0,106.05,0.5410714285714285,True,False,False
27298,1,0.99906066270119,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,208.0,strict_group,32.0,199.75,89.95,8.25,0.039663461538461536,118.05,0.567548076923077,True,False,False
34488,1,0.9989040192892832,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Rock Creek Plant,CO,Rocky Mountains Region,filler,250.0,0,28.0,standard_28,364.4,strict_group,15.0,364.9,351.2,0.0,0.0,13.199999999999989,0.03622392974753016,True,False,False
26149,1,0.998892863672728,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,243.0,strict_group,32.0,199.75,89.95,43.25,0.1779835390946502,153.05,0.6298353909465021,True,True,False
28357,1,0.9988817927411738,0.11501272264631043,Eastern Concrete,Roseland Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,260.0,strict_group,32.0,199.75,89.95,60.25,0.23173076923076924,170.05,0.6540384615384616,True,True,True
34206,1,0.998690855160388,0.11501272264631043,"Martin Marietta - Smyrna Ready Mix Concrete, LLC.",Arvada Plant,CO,Rocky Mountains Region,filler,100.0,0,28.0,standard_28,467.99999999999994,strict_group,15.0,364.9,351.2,103.09999999999997,0.22029914529914527,116.79999999999995,0.24957264957264952,True,True,True
23838,1,0.9983831808181428,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,256.0,strict_group,32.0,199.75,89.95,56.25,0.2197265625,166.05,0.6486328125,True,True,True
27299,1,0.9983831808181428,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,266.0,strict_group,32.0,199.75,89.95,66.25,0.24906015037593984,176.05,0.6618421052631579,True,True,True
27134,1,0.9980441940839871,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,filler,1000.0,1000,28.0,standard_28,191.0,regional_strength_group,36.0,199.75,90.55,0.0,0.0,100.45,0.5259162303664922,True,False,False
26165,1,0.9978790246642644,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,325.0,strict_group,32.0,199.75,89.95,125.25,0.3853846153846154,235.05,0.7232307692307692,True,True,True
23855,1,0.9977511585121888,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,338.0,strict_group,32.0,199.75,89.95,138.25,0.40902366863905326,248.05,0.7338757396449704,True,True,True
22704,1,0.9977511585121888,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,348.0,strict_group,32.0,199.75,89.95,148.25,0.4260057471264368,258.05,0.7415229885057472,True,True,True
27316,1,0.9977511585121888,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,348.0,strict_group,32.0,199.75,89.95,148.25,0.4260057471264368,258.05,0.7415229885057472,True,True,True
2069,1,0.9971119799451592,0.11501272264631043,Boston Sand & Gravel,Boston Sand & Gravel,MA,Eastern Region,filler,300.0,500,28.0,standard_28,152.66666666666666,regional_strength_group,10.0,209.5,183.20666666666665,0.0,0.0,0.0,0.0,True,False,False
25041,1,0.996998347830533,0.11501272264631043,Eastern Concrete,Howell Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,354.0,strict_group,32.0,199.75,89.95,154.25,0.4357344632768362,264.05,0.7459039548022599,True,True,True
25027,1,0.9964290837783576,0.11501272264631043,Eastern Concrete,Howell Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,185.33333333333334,strict_group,54.0,158.83333333333331,151.66666666666666,26.50000000000003,0.1429856115107915,33.666666666666686,0.1816546762589929,True,True,False
27302,1,0.9961064152361366,0.11501272264631043,Eastern Concrete,North Bergen Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,182.0,strict_group,54.0,158.83333333333331,151.66666666666666,23.166666666666686,0.1272893772893774,30.333333333333343,0.1666666666666667,True,True,False
22690,1,0.9961064152361366,0.11501272264631043,Eastern Concrete,Bogota Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,180.66666666666666,strict_group,54.0,158.83333333333331,151.66666666666666,21.833333333333343,0.12084870848708493,29.0,0.16051660516605168,True,True,False
23841,1,0.9961064152361366,0.11501272264631043,Eastern Concrete,Broadway Plant,NJ,Eastern Region,other_or_unspecified,1500.0,1500,28.0,standard_28,174.66666666666666,strict_group,54.0,158.83333333333331,151.66666666666666,15.833333333333343,0.09064885496183211,23.0,0.1316793893129771,True,False,False
26148,1,0.9959633255611154,0.11501272264631043,Eastern Concrete,Newark Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,184.0,strict_group,32.0,199.75,89.95,0.0,0.0,94.05,0.5111413043478261,True,False,False
25023,1,0.9959633255611154,0.11501272264631043,Eastern Concrete,Howell Plant,NJ,Eastern Region,other_or_unspecified,1000.0,1000,28.0,standard_28,212.0,strict_group,32.0,199.75,89.95,12.25,0.05778301886792453,122.05,0.5757075471698113,True,False,False
